prNumber,Util,NLP,APM,Network,DB,Interpreter,Error Handling,Logging,Lang,Data Structure,DevOps,i18n,Setup,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,Big Data,Event Handling,App,GIS,prTitle,prBody,prIssue,issueNumber,issueTitle,issueBody,prComments,issueTitleLink,issueBodyLink,issue_Comments,isPR,isTrain,commitMessage,prCodeReviewComments,Multi Thread,Multimedia,CG,OS
1192,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,preview panel is now updated when an entry is cut/deleted (again),when i fixed #936 some time ago (pr: #937) i made a tiny error.  the issue was to hide the preview panel when deleting/cutting an entry  but it also hid it when aborting the delete-confirmation-dialog. i too refactored both actions a little to make it easier for future changes.  i also removed in  undoableremoveentry  and  undoableinsertentry  the id generation.,,936,preview panel is now updated when an entry is cut/deleted (again),when i fixed #936 some time ago (pr: #937) i made a tiny errorthe issue was to hide the preview panel when deleting/cutting an entry but it also hid it when aborting the delete-confirmation-dialogi too refactored both actions a little to make it easier for future changesi also removed in `undoableremoveentry` and `undoableinsertentry` the id generation,,preview panel is not updated when an entry is cut/deleted,when an entry is cut or deleted the preview panel is not updatedtested with the current master at 7aa371c931ea51e7c092632e3e3f817c4861f66b![notupdated](https://cloudentcom/assets/15333371/13703378/f48015de-e795-11e5-94f3-e130f76353b8gif),|| nice video :smile: for reproducing the issue!,1.0,0.0,fix 936 (again) and some refactoringremoving new id generation because its not necessary,,0,0,0,0
1229,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091 apply and ensure correct import sort order,see #1091,,1091,1091 apply and ensure correct import sort order,see #1091,|| :+1: || lgtm :+1:,structure of imports,as discovered in #1089 there might be a problem with intellij restructuring the imports vs how eclipse does it i just run into the same problem with #1090 so i would like to discuss here what the correct preferences for intellij are the following settings produce a somewhat satisfying result but there are still quite a few difference to some imports in some files![untitled](https://cloudentcom/assets/5037600/14232775/2cbbfa04-f9b5-11e5-80ee-4f9743df5431png),|| i just posted this at the pr:maybe you could evaluate that: || we need something like checkstyle which enforces it using gradle we should maybe activate checkstyle for this making the build fail if the imports are not in order  || i looked through some of the source files and have noticed that there is no clear order in which the classes are importedthus i think we firstly need to decide on a proper order (eg first jdk related imports then jabref and after that the rest with a blank line between)furthermore i prefer the fully qualified imports over the generalized ones (*) || checkstyle checks are now in place for forcing one to remove unused imports we can add additional checks eg for the import order but we should be careful not to add to much and only add additional checks as an evolution of the code base see 9e9fc8c || ( || ![image]( || in eclipse automatically generated - use `gradlew eclipse`![grabbed_20160412-143351]( || ![image]( || this is solved do we need to post the intellij configuration at  || did we document this in the wiki? || it is now added at https://githubcom/jabref/jabref/wiki/guidelines-for-setting-up-a-local-workspace#intellij,1.0,0.0,merge branch master into import-sort-order-fixed,,0,0,0,0
1298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,added option to copy version information in the about dialog,added option to copy version information of jabref in the about dialog as described in #871 . this will help with filing issues and bug reports as the version of jabref  os and java will be copied.  -   -   -   ()  ![screen shot 2016-04-25 at 22 38 58](https://cloud.ent.com/assets/15340757/14798171/915a5bbc-0b36-11e6-8bbf-b01cb100b2cd.png),,871,added option to copy version information in the about dialog,added option to copy version information of jabref in the about dialog as described in #871 this will help with filing issues and bug reports as the version of jabref os and java will be copied -  change in changelogmd described-  -   ()![screen shot 2016-04-25 at 22 38 58](https://cloudentcom/assets/15340757/14798171/915a5bbc-0b36-11e6-8bbf-b01cb100b2cdpng),|| just one minor comment otherwise this looks good please rebase || ## [current coverage]( is **2749%**> merging 1298]( into [master]( will decrease coverage by **-<01%**``` diff@@             master      #1298   diff @@  files           694        696     +2     lines         46259      46419   +160     methods           0          0            messages          0          0            branches       7650       7677    +27   + hits          12755      12760     +5   - misses        32404      32555   +151   - partials       1100       1104     +4   ```1 3 files (not in diff) in `/net/sf/jabref/logic` were deleted [more]( 1 files (not in diff) in `n/java/net/sf/jabref` were deleted [more]( 2 files (not in diff) in `bref/logic/formatter` were created [more]( 2 files (not in diff) in `jabref/logic/cleanup` were created [more]( 1 files (not in diff) in `n/java/net/sf/jabref` were created [more]( 4 files (not in diff) in `f/jabref/model/entry` were modified [more](    - misses `+8`    - hits `-12`7 5 files (not in diff) in `/jabref/logic/groups` were modified [more](    - misses `+22`    - partials `+3`    - hits `-1`8 3 files (not in diff) in `jabref/logic/cleanup` were modified [more](    - misses `+6`    - hits `+8`9 3 files (not in diff) in `/net/sf/jabref/logic` were modified [more](    - misses `-2`    - partials `-2`    - hits `-2`10 3 files (not in diff) in `t/sf/jabref/importer` were modified [more](     - misses `-5`     - partials `+1`     - hits `-1`> powered by [codecov]( last updated by [7230a80941240f](https://codecovio/gh/jabref/jabref/compare/7230a809da3e138e362b56366043c4a18b267ca1941240f674c02e07a8aae88010b1c0f9dd4a3a6f),about dialog should enable copy and paste,- jabref version (available in the about box): jabref 33dev--snapshot-2016-02-26--master--20e95f9- operation system and version: windows 81- steps to reproduce:   1 open about dialogwhen filing an issue it should be easy to copy the version string![grabbed_20160226-142525](https://cloudentcom/assets/1366654/13353450/c9b8750a-dc94-11e5-8b96-d8447c5227a6png),|| additionally i note some weird characters among the author names they appear both on your screenshot and on my linux computer || the weird characters are because of [gradle-1267]( fixed by  which is not integrated yetsee also #682 || see intelij copy to clipboard link in about dialog || @boceckts could you port the copy and paste from #964 to the `master` branch (without javafx libraries)? || refs #968 (javafx) and #1298 (swing) i think its solved,1.0,0.0,added option to copy version information in the about dialog,|| why the indent here? || dont use underscores here and remove stringformat (or is this necessary?) || no its not necessary this was from a previous version and is now removed || creating this info version string along with the static variables should be moved to the buildinfo class  || i moved them into the buildinfo class and made them static,0,0,0,0
1318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,update localization instructions,corrected gradlew task name #1312  @koppor  @stefan-kolb,,1312,update localization instructions,corrected gradlew task name#1312@koppor  @stefan-kolb,|| please check the order of the imports:  || hm will check my eclipse settings again || `gradlew eclipse` should be enough --> we are generating the correct settings no need for manual intervention || @koppor  fixed the import order the setting was not activated in my eclipse saving options  || ## [current coverage]( is **2751%**> merging 1318]( into [master]( will not change coverage``` diff@@             master      #1318   diff @@  files           695        695            lines         46382      46382            methods           0          0            messages          0          0            branches       7677       7677            hits          12760      12760            misses        32518      32518            partials       1104       1104          ```> powered by [codecov]( last updated by [1aa2145522607b]( || lgtm :+1:,update contributing localization information,see  use the gradle task for now,|| in my other pr  #1265   already changed the error/info text output of the consistencytest  output to the new gradle task name edit// linked wrong pr || @siedlerchr wrong pr referenced?,1.0,0.0,update localization instructionscorrected gradlew task name#1312,|| wrong indent? (also the other lines) || hm will look into that and i use gradlew eclipse || @jabref/developers can these irrelevant statements for the other languages be removed?,0,0,0,0
1388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fix sorting issue #1357,the logic is fucked but this should fix the issue.  problem was that when sort in original order was selected  the corresponding variable newsortorder would still read the disabled sort order inside the jdialog.,,135,fix sorting issue #1357,the logic is fucked but this should fix the issueproblem was that when sort in original order was selected the corresponding variable newsortorder would still read the disabled sort order inside the jdialog,,unify all paste actions,,|| could you elaborate a bit why you opened and why you closed it? im just curious :) || dont think it makes sense to do it that way we more likely need a controller-based solution for this,1.0,0.0,fix sort issue by @benni0815 #1357,,0,0,0,0
1397,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,add fields for nbibimporter and add testfile,regarding: 1063]( the medlineplain importer doesn t have all fields  that the nbib format has. so i added the fields to the medlineplain format and added a test+ testfile for the nbib format. a list of the elements that should be imported now  can be found [here]( -  ,,1063,add fields for nbibimporter and add testfile,regarding: 1063]( medlineplain importer doesnt have all fields that the nbib format has so i added the fields to the medlineplain format and added a test+ testfile for the nbib formata list of the elements that should be imported now can be found [here](  ,|| you should also record your changes in the readme || lgtm || for somehow the travis-ci is failing because an integration test scrollingthroughentrylist fails || lgtm too just some minor remarks for readability,importer for pubmed nbib format,an importer for pubmed nbib format would be a nice addition to the importersas an example see  see #510,|| at least for their xml fomat there is a simple xsl-script: i found a kind of reference-field-list for the nbib-medline format and their meanings: with this table: || hm we got a medline fetcher whats the difference between our medline/medline plain and nbib? || medline plain is a subset of nbib so every field of medline plain is also a field of nbib but not every nbib field is in the medline plain format i will prepare a pr where i add the fields to the medline plain importerafter that i will take care of medline and nbib || ive added the nbib fields to medline and medlineplain so i think this issue can be closed now,1.0,0.0,improve readability,|| why did you change these lines? imo the old layout was easier to read || you should do a general renaming refactoring it is hard to follow statements like this and with all the abbreviations hm lab val || why article-id and not doi here? || i wasnt sure if it is right if there stands `doi:` [here]( it says that doi has to come at the end in brackets thats why i thought it would be wrong to add this as doi should i keep both possibilities ? || sorry but i dont really get what youre trying to say :smile: check out `doijava` it includes the regex for a valid doi typically all our dois are just the doi starting with the vendor code ie 101016/jcpr200502002from my understanding the removed line is the right result except that the key should be lowercase but correct me if im wrong and dont understand the use case here! || oh ok the problem i thought is that in the [medline description](  for the aid element there come an example like this: `aid - 101016/jcpr200502002 [doi]` so that `[doi]` has to come at the endthats why i thought that something like `doi:101016/jcpr200502002` would be wrong my question now is whether both incidents of the doi should be possible or just one of them ?was this a little bit more understandable ? :)  || actually the doi should be extracted by the importer to a correct format like i pointed out || ok ive changed it to doi in lowercase || you can specify in regex how often a specific expression should match instead of repeating it over and over  || eg `\\d{8}` exactly 8 times || done || could you please store the conversation as a `map<medlinekey bibtexkey>` and then iterate over this map should be more readable  || again a switch or map should be more readable || done || done (hope that i unterstood it right),0,0,0,0
1429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342: show description of case converters as tooltip,<describe the changes you have made here:   > -   -   -   (),,1342,1342: show description of case converters as tooltip,<describe the changes you have made here:  >-  change in changelogmd described-  -   (),|| lgtm :+1:,enhancement request: representative change case entries,version/os agnosticrecommend changing the right-click change case entries as follows:1 lower case -> lower case2 upper case -> upper case3 sentence case -> sentence case4 capitalize -> capitalize (all first letters)5 title case -> title case (the key words)6 protect terms -> protect termshopefully these new entries will better communicate the effect of each (where upper case capitalize and title case are not immediately obvious),|| this was supported in a previous jabref version but was changed to have standardized names due to  the save actions || in that case will the right-click menu be disappearing from the interface?  i like the idea of consistency applied through save actions / clean-up  however if a user is interactively using the feature when entering text in a box it would seem better to have context immediately provided || we add a tooltip with the description what the formatter does when hovering over the action in the right-click menu this should suffice :) || a tooltip would be great thanks!,1.0,0.0,1342: show description of case converters as tooltip,,0,0,0,0
1440,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1420 auto downloader should respect file pattern and propose correct filename,(https://cloud.ent.com/assets/2141507/15472274/898030a4-20fa-11e6-9a77-8cfac10688d5.png),,1420,1420 auto downloader should respect file pattern and propose correct filename,(https://cloudentcom/assets/2141507/15472274/898030a4-20fa-11e6-9a77-8cfac10688d5png),|| lgtm || lgtm :+1:,auto downloader should respect file pattern and propose correct filename,currently it just renames to `\bibtexkey`,,1.0,0.0,rework tests,|| so the field `bibtexkey` is no longer required right? || bibtexkey is used inside createfilenamefrompattern,0,0,0,0
1443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651: improve parsing of author names containing braces,651. -   -   -   (),,651,651: improve parsing of author names containing braces,651-  change in changelogmd described-  -   (),|| lgtm,author parser has problem with latex symbols,the author `h{e}l\grave{e}ne fiaux` is shown as `fiaux he` in entry preview would have expected `fiaux h`,|| yeapi remove all the latex stuf and opened ok (the eof error persist) || one should probably use the bibtex-vm-based name formatters || note that the above is a bad example since the correct way to write the acute accent is `\{e}` and `h\{e}l\grave{e}ne fiaux` is correctly written as `fiaux h`however `h{e}lene fiaux` results in the unexpected `fiaux he` || i propose to close this as it is only a very minor bug which only occurs in very special circumstances with bad input any objections @jabref/developers ?,1.0,0.0,651: improve parsing of author names containing braces,,0,0,0,0
1453,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,refactor placement of parsing and writing logic,according to the following conventions: - all objects which can be read from a string have  public static type parse(stringy input)  method. - all objects which can be written to a string have a  public stringy getasstring()  method.  should 888. ##  -   -   -   (),,888,refactor placement of parsing and writing logic,according to the following conventions:- all objects which can be read from a string have `public static type parse(stringy input)` method- all objects which can be written to a string have a `public stringy getasstring()` methodshould 888## -  change in changelogmd described-  -   (),|| i am still an advocate of separate read/write classes which handle the serialization in both ways because:- using an interface with fromstring/tostring methods would allow to make this more explicit in the code and ensure that these methods are not renamed by accident- using separate classes for reading/writing would make the classes themselfs smaller and allow a better separation of concern - easier to test as one only needs to look at a single cread/write class with its own test || yes you are right that separate read/write classes are probably even better nonetheless i find the changes made in this pr are still an improvement and im quite satisfied with the result (satisfied enough to have no motivation for introducing new read/write classes) || i changed the names thanks for the feedback!,[code] placement of parsing and writing logic,right now parsing and serialization is not handled in a uniform way (see eg #875)possible designs which come to my mind:- the bibparser and bibwriter contain all the logic as private methods  - eg: bibparserparsemetadata(string stringymetadata) and bibwriterwritemetadata(metadata)  -  pro: encapsulation of responsibilities  - contra: rather big classes bibparser and bibwriter hard to test- there are transformer classes which just convert the string to the object and vice-versa  - eg: metadatatransformer with static parse(string stringymetadata) and static write(metadata) [suggestions for a better name then transformer? readwriter?]  - pro: encapsulation of responsibilities (but weaker as 1) can be reused somewhere else better testability  - contra: exposes writing and parsing to the outside world many new classes- the corresponding objects have methods which allow parsing and converting to string  - eg: metadata has static parse(string stringymetadata) [or constructor?] and serialize()  - pro: encapsulation of responsibilities (but weaker as 1 and 2) can be reused somewhere else better testability as 1  - contra: exposes writing and parsing to the outside world scatters parsing and writing logic i have no strong opinion about which option we should use (slightly preferring 2) but we should decide for _one_ to handle parsing and writing uniformly,|| my 2 cents: for the file field we provided a class that can convert from string to list<parsedfilefield> and back to me the bibwriter and bibparser know how to write bibentries using key/value pairs of strings and metadata in its general format all other information should be part of such converter classesbut i am not sure whether this approach is currently feasible for the metadata as its serialization and parsing is highly customized and does not follow a general scheme as the bibtex structure does || i have been dealing with the serialization of `metadata` a lot lately i can say that it is feasible to extract this logic currently it is quite localized in private methods in the parser and writer and we should be able to move it without too much effort the difficult part about serializing `metadata` is that every tag has very specific serialization conventions which requires a lot of if/elseif structuring moreover i dont think this will require a lot of new classes after all for what kind of data do we need such transformers? `metadata` `customentrytype` what else?the parser and writer would benefit from a simplifaction so i am for moving this logic,1.0,0.0,rename some getasstring methods,|| i am not so happy with naming convention here (and below) after all this returns no string as the name indicates could we make the convention a little more flexible to better describe the result say: `getasstringmap` `getasstringlist` etc? || i think that makes sense can you change that please @tobiasdiez and merge it in? :trophy:,0,0,0,0
1487,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,implement getextension and getdescription for importers,implement getextension and getdescription for importers. #1444  -   -  ,,1444,implement getextension and getdescription for importers,implement getextension and getdescription for importers #1444 -  change in changelogmd described-  ,|| please fix the minor things after this mark it again for ready-for-review and we will merge this in,implement getextension and getdescription for importers,this is a follow up from #1207:the methods getextension and getdescription are not implemented by almost any importer this should be done also the `@ignore` tag for the corresponding tests should be removedi think this is something for the stupro,|| should be fixed by #1487 isnt it?,1.0,0.0,merge remote-tracking branch upstream/master into issue1444 and fix codacy,|| can you check whether there is an other source for the endnote format? || if its also for inspec and medline then txt should also be an extension shouldnt it?  || can this be declared as private or protected? || extract the list as a field otherwise everytime when the method is called a list is initalized you can extract the add also if you use arraysaslist() || extract list as a field (see above) || extract list (see above) || have a look at the link for the medlineplainimporter where the elements are described then you will also find a link fpr the medline xml format this link could be added here || add a link here || i think you can guess which extension should be here) || why have you changed this? why have you not kept the link? || just compare the lists (in every test case) || see above || use arraysaslist || use arraysaslist or collectionssingletonlist( in every test case) || line break || thats the wrong link you need the link for the [xml elements]( || do the todo :smile:  || pls dont use test-related stuff in the original class || no need for these tests for getextensions and getdescription you are just repeating static values here || i think everything accessible by others should be tested even though though the tests feel dump reason: we are trying to increase code coverage and these tests increase it too || i like the bottomline `test everything that could possibly break` of  but since these tests are already in place we can leave them there  || why the additonal `<p>`? || why the removed indent? || just use assertequals(extensions importergetextensions()) instead || ok for @jabref/developers but in the future a small reasoning should be kept or the @jabref/stupro-qa  comment should be deleted || i guess it happened due to reformatting the code in intellij,0,0,0,0
1584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,added layout dateformatter  see #1249,added a configurable layout formatter for dates. 1249. -   -  ,,1249,added layout dateformatter see #1249,added a configurable layout formatter for dates 1249-  change in changelogmd described-  ,|| lgtm just merge after you removed the generated comment,date formatter,using more and more biblatex format i would like to have the possibility to have a date formatter could be similar to already existing one : \format[currentdate]{yyyymmdd},|| so if i understand you correctly you want a formatter which formats the date field to a specific form (say yyyy/mm/dd)? || yes exactly! for now date field is output as yyyy-mm-dd but i would like the possibility to use at mm/yyyy for my documents needs thanks || @meltr biblatex explicitly needs the date format in iso from the biblatex reference manual:  date specifications > the date fields dateorigdateeventdate and urldate require a date> specification in yyyy-mm-dd format date ranges are given as yyyy-mm-dd/yyyy-mm-ddthe formatted display of the date in the citation/bibliography is depending on the biblatex style and language you use and of couse if you provide the arguments:see 311 load-time options for an example || @siedlerchr : @meltr is talking about a layoutformatter to export the bib-file to some other suitable format (or to use with openoffice/libreoffice) || ah now i get it :) it was a bit confusing for me,1.0,0.0,removed comment (sorry about that),|| can you remove this line please?,0,0,0,0
1599,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed #1592,this should 1592. -  ,,1592,fixed #1592,this should 1592-  change in changelogmd described,|| lgtm,libreoffice: wrong numbers in citation labels,jabref version 35 on mac os x 10115libreoffice 5142steps to reproduce:1 connect to libreoffice text document2 select style default [number]3 insert twice the same citation4 click on the update buttonexpected result:> [1] [1]actual result:> [1] [1 2]example bibliography:```@article{a  author   {a}  title    {a}  journal  {a}  year     {2016}}```screenshot:![testjabref](https://cloudentcom/assets/5209500/16888553/0bc9600c-4ae1-11e6-8672-8ae4602e4795png),|| there is a version that should fix this at  (in 15 minutes or so) please try it out || it works as expected nowthanks for fixing it so quickly!,1.0,0.0,fixed #1592,,0,0,0,0
1671,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288 newly opened bib-file is not focused,-  open a new file and it is correctly focused afterwards -  open a file that was already opened before is correctly focused afterwards -  open a file two times and it is only opened once,,1288,1288 newly opened bib-file is not focused,-  open a new file and it is correctly focused afterwards-  open a file that was already opened before is correctly focused afterwards-  open a file two times and it is only opened once,|| @matthiasgeiger should work now :smile:  || lgtm (apart from the minor comments via skype :wink: ),newly opened bib-file is not focused,jabref version 33steps to reproduce:prerequisite: jabref is registered as the default application for *bib files1 close all jabref instances2 open a bib file from the file system3 jabref is opened the file used least recently is selected - and not the newly opened bib file(side note: if remot ops are activated and jabref is already running the newly opened file is focused correctly),|| should be a focus thing inside `jabrefguijava` near line 108,1.0,0.0,only open files if not already opened,,0,0,0,0
1888,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,do not mark a new database as changed,1881 . i missed an if-statement when inverting an if/else in #1830  - ~~ ~~ - introduced in development version only (fortunately) -  manually tested changed features in running jabref,,1881,do not mark a new database as changed,1881  i missed an if-statement when inverting an if/else in #1830 - ~~ change in changelogmd described~~ - introduced in development version only (fortunately)-  manually tested changed features in running jabref,,new database is marked as changed,if a completely new database is created there should be no confirmations required to close it,|| this is already the case? _file_ -> _new database_ *- do nothing - *_file_ -> _close database_no message is shown || not in my development version just noticed it so i think it is something quite recent || i can confirm this behaviour in the dev version on windows to || my bad ill add a pr fixing this in a minute,1.0,0.0,do not mark a new database as changed,,0,0,0,0
1942,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mods importer,regarding: #1920   adds an importer for the mods (xml) format. the importer is written with a jaxb parser. details on the format and the newest xml schema can be found [here]( i ve used the newest schema (version 3.6). -   -   -  manually tested changed features in running jabref,,1920,mods importer,regarding: #1920 adds an importer for the mods (xml) format the importer is written with a jaxb parserdetails on the format and the newest xml schema can be found [here]( used the newest schema (version 36)-  change in changelogmd described-  -  manually tested changed features in running jabref,|| i just merged my xmlunit changes n #1944  i think it can useful for you too allows checking/validating xml against a schema too  || i think your code looks good but generally i would like to see more comments and try using more lambdas :+1:  || i dont really get why travis is failing  || the problem seems to with the integration tests not related to your changes || hm im also wondering why codecov is not running the tests the test coverage should be much higher || i dunno about codeco from my point of view its good! :+1: @boceckts  please have a final look || okay i merge it in now as all things are resolved :+1:  regarding the failing tests we should investigate that in a new issue,importer/exporter for mods format,since jabref has an exporter for the mods format it would be nice to have also an importer for this formatthere is a xml schema available [here]( so i think it would be the best to write the importer with a jaxb parserbut then it could happen that exporting in mods format and importing in mods format are not working correctly so i think the exporter should also be rewritten with a jaxb parserif there are no arguments against it i would take care of this,|| +1 || i will close this as everything seems to be done,1.0,0.0,extract context and check if it is null,|| this whole if/else instanceof looks really uglya possible solution would be to create a generic method like:`public static <t> t unmarshal( string xsdschema string xmldatei class<t> clss )`have a look at the link here there is an example implementation || cant this be replaced by `locationgetphysicallocation()stream()map(loc -> locgetvalue())foreach(locations::add)` || again try to use streams and lambdas || a for loop and only one if statement on the elements seems a lot like filtering have a look at `streamfilter()` || i think this should be indented || sorry but i dont really get how this can help here i have to know explicit which class groupelement is an instance of otherwise im not able to use the specific methodsfor unmarshalling i have the problem that there can be two elements be the root element (modsdefinition and modscollectiondefinition) || maybe you looked at an old commit now there are two ifs and i think using a stream here would make it much more unreadable || yeah i know the thing is my idea/thought was to create a single method which does the instanceof checking in a generic way like  `static <t> getelement(obj groupelement class<t> clazz)`have a look at the second anwer here: you could simply do a call: like  `genredefinition def  getelement(modselement genredefintionclass)`and of course you would need to check for isassignable || like the idea with the optionals :+1:  keep on the good work!you could even simplify that more: if you just use the `ifpresent`of optional (accepts a lambda) you can omit those if/else if complety and the check of ispresent because as the name already says it gets only executed if the value in the optional is present || done thanks for your feedback ! || replace `url -> urlgetvalue()` by `urldefinition::getvalue` || same as above || `element -> elementgetvalue()` can also be replaced || switch statements should be indented || uppercase `i` || @tobiasdiez did we want to get the keyword separator from preferences now? refs #1877  || its okay no need for streams here || better use isempty() for familyname too || see above || ive used the keywordseparator from the preferences now || done || done || just a non-so-critical remark: `jaxbcontext` is known to be an object that is costly to construct and doing this often might result in performance issues hence you typically build it once and keep it could you extract `context` as an instance variable? then check on execution of `importdatabase` if it is null and if so initialize it || done,0,0,0,0
